Rightsholder,Post URL,Platform,Account,Date,Format,Account Type,Sponsor,Placement,Start Timestamp,Stop Timestamp,Comments,Shares,Duration,Clarity,Size of Sponsor,Placement of Sponsor,Prominence,Visibility,30 Second Cost,Media Broadcast URL
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,FOX Sports Sun,Static Dasherboard,2:53:32,2:53:36,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,FOX Sports Sun,Static Dasherboard,2:53:42,2:53:44,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:30:25,1:30:28,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:30:34,1:30:36,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:30:57,1:30:58,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:31:53,1:31:55,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:32:01,1:32:03,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:32:08,1:32:10,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:32:20,1:32:24,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:33:12,1:33:14,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:34:40,1:34:44,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:34:50,1:34:52,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:35:08,1:35:12,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:36:07,1:36:13,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:36:21,1:36:22,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:36:52,1:36:57,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:37:07,1:37:11,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:56:18,1:56:20,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:56:47,1:56:51,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:57:01,1:57:04,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:57:40,1:57:46,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:57:54,1:57:57,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:58:02,1:58:07,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,1:58:38,1:58:39,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:01:32,2:01:34,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:01:40,2:01:43,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:02:34,2:02:36,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:02:38,2:02:43,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:02:46,2:02:52,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:02:53,2:02:55,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:03:17,2:03:19,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:03:41,2:03:47,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:04:11,2:04:13,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:04:22,2:04:27,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:04:30,2:04:35,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:04:37,2:04:40,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:04:56,2:05:00,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:05:05,2:05:07,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:05:21,2:05:23,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:05:41,2:05:42,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:05:52,2:05:56,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:05:56,2:06:01,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:06:08,2:06:15,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:06:29,2:06:36,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:07:42,2:07:43,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:07:47,2:07:52,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:07:59,2:08:10,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:08:18,2:08:22,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:08:28,2:08:30,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:08:54,2:08:59,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:09:09,2:09:12,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:09:17,2:09:20,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:09:27,2:09:30,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:12:04,2:12:07,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:13:10,2:13:20,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:15:17,2:15:19,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:15:24,2:15:29,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:15:49,2:15:51,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:15:59,2:16:02,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:08,2:16:10,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:15,2:16:16,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:24,2:16:28,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:31,2:16:34,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:42,2:16:46,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:16:52,2:16:57,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:17:39,2:17:45,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:17:59,2:18:01,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:11,2:18:24,,,13,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:15,2:18:22,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:27,2:18:33,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:36,2:18:38,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:43,2:18:45,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:18:51,2:19:00,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:21:15,2:21:21,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:21:25,2:21:27,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:21:30,2:21:32,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:21:43,2:21:44,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:21:58,2:22:00,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:05,2:22:11,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:27,2:22:28,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:39,2:22:41,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:43,2:22:45,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:51,2:22:55,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:22:59,2:23:00,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:23:03,2:23:04,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:23:06,2:23:09,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:23:13,2:23:14,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:23:29,2:23:32,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:24:27,2:24:44,,,17,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:25:22,2:25:29,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:26:22,2:26:23,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:26:47,2:26:53,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:26:57,2:27:01,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:28:10,2:28:16,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:28:26,2:28:29,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:28:34,2:28:44,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:31:02,2:31:04,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:32:10,2:32:13,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:32:25,2:32:26,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:32:34,2:32:46,,,12,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:32:52,2:32:55,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:33:01,2:33:05,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:33:13,2:33:15,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:34:19,2:34:22,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:34:30,2:34:42,,,12,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:35:20,2:35:24,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:35:26,2:35:31,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:35:35,2:35:42,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Heritage Insurance,Static Dasherboard,2:35:46,2:35:53,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
